Name,Party,gid
Sir Henry Bellingham,Conservative,legal-aid
Lord Carlile of Berriew,Non-affiliated,legal-aid
Yvonne Fovargue,Labour,legal-aid
Jo Stevens,Labour,legal-aid
Christina Rees,Labour (Co-op),legal-aid
Andy Slaughter,Labour,legal-aid
Nick Thomas-Symonds,Labour,legal-and-constitutional-affairs
Lord Hunt of Wirral,Conservative,legal-and-constitutional-affairs
Karl Turner,Labour,legal-and-constitutional-affairs
Lord Lester of Herne Hill,Liberal Democrat,legal-and-constitutional-affairs
Rehman Chishti,Conservative,legal-and-constitutional-affairs
Alex Chalk,Conservative,legal-and-constitutional-affairs
Lord Faulks,Conservative,legal-and-constitutional-affairs
Nick Herbert,Conservative,lesbian-gay-bisexual-and-transgender-rights
Lord Cashman,Labour,lesbian-gay-bisexual-and-transgender-rights
Stewart Malcolm McDonald,Scottish National Party,lesbian-gay-bisexual-and-transgender-rights
Caroline Lucas,Green Party,lesbian-gay-bisexual-and-transgender-rights
Baroness Barker,Liberal Democrat,lesbian-gay-bisexual-and-transgender-rights
Lord Collins of Highbury,Labour,lesbian-gay-bisexual-and-transgender-rights
Ben Howlett,Conservative,lesbian-gay-bisexual-and-transgender-rights
Gill Furniss,Labour,libraries
Lord Tope,Liberal Democrat,libraries
Mike Kane,Labour,libraries
Craig Whittaker,Conservative,libraries
Steve McCabe,Labour,libraries
Lord Bird,Crossbench,libraries
Lord Sheikh,Conservative,libraries
Lord Dykes,Crossbench,libraries
Kit Malthouse,Conservative,life-sciences
Lord Drayson,Labour,life-sciences
Maggie Throup,Conservative,life-sciences
Daniel Zeichner,Labour,life-sciences
Jo Churchill,Conservative,life-sciences
Liz McInnes,Labour,life-sciences
John Glen,Conservative,life-sciences
Chris Green,Conservative,life-sciences
Greg Mulholland,Liberal Democrat,light-rail
Mr Graham Brady,Conservative,light-rail
Lilian Greenwood,Labour,light-rail
Lord Faulkner of Worcester,Labour,light-rail
Caroline Lucas,Green Party,limits-to-growth
George Kerevan,Scottish National Party,limits-to-growth
Daniel Zeichner,Labour,limits-to-growth
Kevin Hollinrake,Conservative,limits-to-growth
Craig Mackinlay,Conservative,listed-properties
Frank Field,Labour,listed-properties
Bill Wiggin,Conservative,listed-properties
Calum Kerr,Scottish National Party,listed-properties
Gareth Johnson,Conservative,listed-properties
Stephen McPartland,Conservative,literacy
Stephen Twigg,Labour (Co-op),literacy
Lord Knight of Weymouth,Labour,literacy
Lord Tope,Liberal Democrat,literacy
Sir David Amess,Conservative,liver-health
Baroness Randerson,Liberal Democrat,liver-health
Baroness Masham of Ilton,Crossbench,liver-health
Liz McInnes,Labour,liver-health
Mr Virendra Sharma,Labour,liver-health
Mr Clive Betts,Labour,local-authority-pension-funds
Lord Kerslake,Crossbench,local-authority-pension-funds
Ian Blackford,Scottish National Party,local-authority-pension-funds
Lord Goddard of Stockport,Liberal Democrat,local-authority-pension-funds
Mr Mark Prisk,Conservative,local-authority-pension-funds
Andrea Jenkyns,Conservative,local-democracy
Scott Mann,Conservative,local-democracy
Lord Greaves,Liberal Democrat,local-democracy
Earl of Lytton,Crossbench,local-democracy
Ms Karen Buck,Labour,local-democracy
Martin Vickers,Conservative,local-government
Mary Glindon,Labour,local-government
Lord Scriven,Liberal Democrat,local-government
Helen Hayes,Labour,local-government
Robert Neill,Conservative,london
Mr Steve Reed,Labour (Co-op),london
Catherine West,Labour,london
Paul Scully,Conservative,london
Mr David Lammy,Labour,london-stansted-cambridge-corridor
Daniel Zeichner,Labour,london-stansted-cambridge-corridor
Heidi Allen,Conservative,london-stansted-cambridge-corridor
Joan Ryan,Labour,london-stansted-cambridge-corridor
Sir Alan Haselhurst,Conservative,london-stansted-cambridge-corridor
Mr Charles Walker,Conservative,london-stansted-cambridge-corridor
Lord Harris of Haringey,Labour,london-stansted-cambridge-corridor
Dr Rupa Huq,Labour,londons-planning-and-built-environment
Paul Scully,Conservative,londons-planning-and-built-environment
Helen Hayes,Labour,londons-planning-and-built-environment
Steve McCabe,Labour,looked-after-children-and-care-leavers
Earl of Listowel,Crossbench,looked-after-children-and-care-leavers
Tim Loughton,Conservative,looked-after-children-and-care-leavers
Bill Esterson,Labour,looked-after-children-and-care-leavers
Louise Haigh,Labour,looked-after-children-and-care-leavers
Simon Hoare,Conservative,lyme-disease
Michelle Donelan,Conservative,lyme-disease
David Simpson,Democratic Unionist Party,lyme-disease
Alex Chalk,Conservative,lyme-disease
Lord Trees,Crossbench,lyme-disease
Will Quince,Conservative,lyme-disease
Jo Stevens,Labour,lyme-disease
Stuart Blair Donaldson,Scottish National Party,lyme-disease
Karl McCartney,Conservative,magistracy
Lord Ponsonby of Shulbrede,Labour,magistracy
Sir Edward Garnier,Conservative,magistracy
Baroness Hamwee,Liberal Democrat,magistracy
Lord McNally,Liberal Democrat,magistracy
Lord Ramsbotham,Crossbench,magistracy
Jeremy Lefroy,Conservative,malaria-and-neglected-tropical-diseases
Baroness Hayman,Crossbench,malaria-and-neglected-tropical-diseases
Pauline Latham,Conservative,malaria-and-neglected-tropical-diseases
Mark Durkan,Social Democratic & Labour Party,malaria-and-neglected-tropical-diseases
Fiona Bruce,Conservative,malaria-and-neglected-tropical-diseases
Mr Barry Sheerman,Labour (Co-op),management
Stephen Kinnock,Labour,management
David Rutley,Conservative,management
Bill Esterson,Labour,management
Baroness Jolly,Liberal Democrat,management
Ben Howlett,Conservative,management
Chris White,Conservative,manufacturing
Mr Barry Sheerman,Labour (Co-op),manufacturing
Heidi Allen,Conservative,manufacturing
Chris Green,Conservative,manufacturing
Jonathan Reynolds,Labour (Co-op),manufacturing
John Stevenson,Conservative,manufacturing
Richard Graham,Conservative,marine-energy-and-tidal-lagoons
Liz Saville Roberts,Plaid Cymru,marine-energy-and-tidal-lagoons
Stephen Kinnock,Labour,marine-energy-and-tidal-lagoons
Byron Davies,Conservative,marine-energy-and-tidal-lagoons
Mr Mark Williams,Liberal Democrat,marine-energy-and-tidal-lagoons
Angus Brendan MacNeil,Scottish National Party,marine-energy-and-tidal-lagoons
Duke of Montrose,Conservative,marine-energy-and-tidal-lagoons
Carolyn Harris,Labour,marine-energy-and-tidal-lagoons
Simon Hart,Conservative,marine-energy-and-tidal-lagoons
Jim Fitzpatrick,Labour,maritime-and-ports
Lord Greenway,Crossbench,maritime-and-ports
Oliver Colvile,Conservative,maritime-and-ports
Dr Alan Whitehead,Labour,maritime-and-ports
Kelly Tolhurst,Conservative,maritime-and-ports
Lord Berkeley,Labour,maritime-and-ports
Stephen Metcalfe,Conservative,maritime-and-ports
Jim Fitzpatrick,Labour,markets
Lord Harrison,Labour,markets
Lord Lee of Trafford,Liberal Democrat,markets
Ann Coffey,Labour,markets
Amanda Solloway,Conservative,markets
Sir David Amess,Conservative,maternity
Baroness Cumberlege,Conservative,maternity
Will Quince,Conservative,maternity
Tulip Siddiq,Labour,maternity
Alison Thewliss,Scottish National Party,maternity
John Mann,Labour,mayflower-pilgrims
Oliver Colvile,Conservative,mayflower-pilgrims
Matt Warman,Conservative,mayflower-pilgrims
Martin Vickers,Conservative,mayflower-pilgrims
Dr Alan Whitehead,Labour,mayflower-pilgrims
Robert Jenrick,Conservative,mayflower-pilgrims
Sir Peter Bottomley,Conservative,mayflower-pilgrims
Rosie Cooper,Labour,media
Lord Gordon of Strathblane,Labour,media
Mark Pritchard,Conservative,media
John Nicolson,Scottish National Party,media
Sir Peter Bottomley,Conservative,media
Sir Roger Gale,Conservative,media
Jo Churchill,Conservative,medical-research
Lord Turnberg,Labour,medical-research
Lord Willis of Knaresborough,Liberal Democrat,medical-research
Mark Durkan,Social Democratic & Labour Party,medical-research
Mr Stephen Hepburn,Labour,members-clubs
Sir Greg Knight,Conservative,members-clubs
Andrew Griffiths,Conservative,members-clubs
Ian Mearns,Labour,members-clubs
Owen Thompson,Scottish National Party,members-clubs
Sir David Crausby,Labour,members-clubs
Neil Carmichael,Conservative,meningitis
Mark Durkan,Social Democratic & Labour Party,meningitis
Mrs Sharon Hodgson,Labour,meningitis
Ian Mearns,Labour,meningitis
David Simpson,Democratic Unionist Party,meningitis
Jim Shannon,Democratic Unionist Party,meningitis
Helen Whately,Conservative,mental-health
Baroness Hollins,Crossbench,mental-health
Rehman Chishti,Conservative,mental-health
Jason McCartney,Conservative,mental-health
Johnny Mercer,Conservative,mental-health
Oliver Colvile,Conservative,mental-health
Gloria De Piero,Labour,mental-health
Jeff Smith,Labour,mental-health
Daniel Zeichner,Labour,mental-health
Ian C. Lucas,Labour,mersey-dee-north-wales
Dr James Davies,Conservative,mersey-dee-north-wales
Lord Jones,Labour,mersey-dee-north-wales
Justin Madders,Labour,mersey-dee-north-wales
Lord Harrison,Labour,mersey-dee-north-wales
Rosie Cooper,Labour,micronutrients-and-health
Sir David Amess,Conservative,micronutrients-and-health
Dawn Butler,Labour,micronutrients-and-health
Gavin Robinson,Democratic Unionist Party,micronutrients-and-health
Derek Thomas,Conservative,micronutrients-and-health
Kate Green,Labour,migration
Matt Warman,Conservative,migration
Baroness Hamwee,Liberal Democrat,migration
Lord Teverson,Liberal Democrat,migration
Baroness Prashar,Crossbench,migration
Anne McLaughlin,Scottish National Party,migration
Jessica Morden,Labour,mindfulness
Tim Loughton,Conservative,mindfulness
Margaret Ferrier,Scottish National Party,mindfulness
Lord Howarth of Newport,Labour,mindfulness
Lord Stone of Blackheath,Labour,mindfulness
Jim Fitzpatrick,Labour,mindfulness
Baroness Healy of Primrose Hill,Labour,mindfulness
Baroness Lister of Burtersett,Labour,mindfulness
Lord Layard,Labour,mindfulness
Nic Dakin,Labour,mindfulness
Diana Johnson,Labour,mindfulness
Robert Neill,Conservative,mining-and-quarrying
Tom Blenkinsop,Labour,mining-and-quarrying
Baroness Gardner of Parkes,Conservative,mining-and-quarrying
David Warburton,Conservative,mining-and-quarrying
Nia Griffith,Labour,modern-languages
Baroness Coussins,Crossbench,modern-languages
Sir David Amess,Conservative,modern-languages
Baroness Garden of Frognal,Liberal Democrat,modern-languages
Richard Burden,Labour,motor
Lord Drayson,Labour,motor
Lord Astor of Hever,Conservative,motor
Julian Knight,Conservative,motor
Mr Gavin Shuker,Labour (Co-op),motor
Neil Carmichael,Conservative,motor
Mrs Madeleine Moon,Labour,motor-neurone-disease
Paul Blomfield,Labour,motor-neurone-disease
Mary Robinson,Conservative,motor-neurone-disease
Chris Evans,Labour (Co-op),motor-neurone-disease
Mr Nicholas Brown,Labour,motorcycle-speedway
Mark Pawsey,Conservative,motorcycle-speedway
Sir Henry Bellingham,Conservative,motorcycle-speedway
Lord Snape,Labour,motorcycle-speedway
Chris Law,Scottish National Party,motorcycling
Stephen Pound,Labour,motorcycling
Mr Steve Baker,Conservative,motorcycling
Bill Wiggin,Conservative,motorcycling
Alec Shelbrooke,Conservative,motorsport
Paula Sherriff,Labour,motorsport
Karl McCartney,Conservative,motorsport
Craig Mackinlay,Conservative,motorsport
Andrew Bingham,Conservative,mountain-and-cave-rescue
David Rutley,Conservative,mountain-and-cave-rescue
Lord Haworth,Labour,mountain-and-cave-rescue
Lord Dubs,Labour,mountain-and-cave-rescue
David Rutley,Conservative,mountaineering
John Mann,Labour,mountaineering
Lilian Greenwood,Labour,mountaineering
Angela Smith,Labour,mountaineering
Greg Mulholland,Liberal Democrat,mountaineering
Graham Evans,Conservative,mountaineering
Lord Haworth,Labour,mountaineering
Simon Hoare,Conservative,multiple-sclerosis
Lord Dubs,Labour,multiple-sclerosis
Chris Law,Scottish National Party,multiple-sclerosis
Fiona Mactaggart,Labour,multiple-sclerosis
Lord Monks,Labour,multiple-sclerosis
Mark Durkan,Social Democratic & Labour Party,multiple-sclerosis
Baroness Grey-Thompson,Crossbench,multiple-sclerosis
Baroness Finlay of Llandaff,Crossbench,multiple-sclerosis
Mary Glindon,Labour,muscular-dystrophy
Mrs Cheryl Gillan,Conservative,muscular-dystrophy
Baroness Thomas of Winchester,Liberal Democrat,muscular-dystrophy
Paul Maynard,Conservative,muscular-dystrophy
Dr Paul Monaghan,Scottish National Party,muscular-dystrophy
Jim Shannon,Democratic Unionist Party,muscular-dystrophy
Nigel Adams,Conservative,music
Pete Wishart,Scottish National Party,music
Kevin Brennan,Labour,music
Mr Nigel Evans,Conservative,music
David Morris,Conservative,music
David Warburton,Conservative,music
Andrea Jenkyns,Conservative,music
Luciana Berger,Labour (Co-op),music
Mrs Sharon Hodgson,Labour,music
Dr Rupa Huq,Labour,music
Lord Clement-Jones,Liberal Democrat,music
Michelle Thomson,Independent,music
Valerie Vaz,Labour,music
Jack Lopresti,Conservative,music
Andrew Bingham,Conservative,music
Mark Pritchard,Conservative,music
David Warburton,Conservative,music-education
Diana Johnson,Labour,music-education
Baroness Finlay of Llandaff,Crossbench,music-education
Lord Aberdare,Crossbench,music-education
Gareth Thomas,Labour (Co-op),mutuals
Mr Steve Baker,Conservative,mutuals
Lord Naseby,Conservative,mutuals
Lord Kennedy of Southwark,Labour,mutuals
Baroness Maddock,Liberal Democrat,mutuals
Sir Peter Bottomley,Conservative,myalgic-encephalomyelitis-me
Countess of Mar,Crossbench,myalgic-encephalomyelitis-me
Kerry McCarthy,Labour,myalgic-encephalomyelitis-me
Julian Sturdy,Conservative,myalgic-encephalomyelitis-me
Carol Monaghan,Scottish National Party,myalgic-encephalomyelitis-me
Mark Tami,Labour,myalgic-encephalomyelitis-me
Daniel Zeichner,Labour,myalgic-encephalomyelitis-me
Mr Clive Betts,Labour,national-parks
David Rutley,Conservative,national-parks
Lord Clark of Windermere,Labour,national-parks
Lord Judd,Labour,national-parks
Angela Smith,Labour,national-parks
Mr Ian Liddell-Grainger,Conservative,nuclear-energy
Sue Hayman,Labour,nuclear-energy
John Stevenson,Conservative,nuclear-energy
Albert Owen,Labour,nuclear-energy
Dr Paul Monaghan,Scottish National Party,nuclear-energy
Lucy Powell,Labour (Co-op),nursery-schools-and-nursery-classes
Michelle Donelan,Conservative,nursery-schools-and-nursery-classes
Jack Dromey,Labour,nursery-schools-and-nursery-classes
Jess Phillips,Labour,nursery-schools-and-nursery-classes
Maggie Throup,Conservative,obesity
Emma Reynolds,Labour,obesity
Baroness Jenkin of Kennington,Conservative,obesity
John Mc Nally,Scottish National Party,obesity
Lord Warner,Crossbench,obesity
Ian Lavery,Labour,occupational-safety-and-health
Lord Hunt of Wirral,Conservative,occupational-safety-and-health
Lord McKenzie of Luton,Labour,occupational-safety-and-health
Jo Stevens,Labour,occupational-safety-and-health
Nick Thomas-Symonds,Labour,off-patent-drugs
Craig Williams,Conservative,off-patent-drugs
Christina Rees,Labour (Co-op),off-patent-drugs
Carolyn Harris,Labour,off-patent-drugs
Nia Griffith,Labour,off-patent-drugs
Jo Stevens,Labour,off-patent-drugs
Peter Aldous,Conservative,offshore-oil-and-gas
Callum McCaig,Scottish National Party,offshore-oil-and-gas
Mary Glindon,Labour,offshore-oil-and-gas
Mr Alistair Carmichael,Liberal Democrat,offshore-oil-and-gas
Lord Goddard of Stockport,Liberal Democrat,offshore-oil-and-gas
Kirsty Blackman,Scottish National Party,offshore-oil-and-gas
Martin Vickers,Conservative,oil-refining-sector
Callum McCaig,Scottish National Party,oil-refining-sector
Peter Aldous,Conservative,oil-refining-sector
David Mowat,Conservative,oil-refining-sector
Yasmin Qureshi,Labour,oil-refining-sector
Lord Trimble,Conservative,opera
Lord Aberdare,Crossbench,opera
Baroness Whitaker,Labour,opera
Robert Neill,Conservative,opera
Mr Nicholas Brown,Labour,opera
Kelvin Hopkins,Labour,opera
Yasmin Qureshi,Labour,oral-hormone-pregnancy-tests
Mr Jacob Rees-Mogg,Conservative,oral-hormone-pregnancy-tests
Hannah Bardell,Scottish National Party,oral-hormone-pregnancy-tests
Maria Eagle,Labour,oral-hormone-pregnancy-tests
Stephen Kinnock,Labour,oral-hormone-pregnancy-tests
Lord Kennedy of Southwark,Labour,oral-hormone-pregnancy-tests
Gordon Marsden,Labour,osteoposis
Baroness Cumberlege,Conservative,osteoposis
Baroness Masham of Ilton,Crossbench,osteoposis
